Certifications,Department,Employee ID,Employee Type,Job Role,Leaving Status,Manager Name,Skills,Training History
SHRM Senior Certified Professional (SHRM-SCP),Human Resources,7648,Full-Time,HR Manager,On Leave,Justin Johnson,"['Employee Relations', 'HRIS', 'Training and Development']",[]
SHRM Senior Certified Professional (SHRM-SCP),Human Resources,7790,Full-Time,HR Manager,Active,Brianna Smith,"['Employee Relations', 'Recruitment', 'HRIS']",['Recruitment Strategies for Success']
SHRM Senior Certified Professional (SHRM-SCP),Human Resources,8137,Full-Time,HR Manager,On Leave,Pamela Rodriguez,"['Employee Relations', 'HRIS']",['Effective Employee Relations']
SHRM Senior Certified Professional (SHRM-SCP),Human Resources,8221,Full-Time,HR Manager,Resigned,Krista Henson,"['Training and Development', 'HRIS', 'Employee Relations', 'Performance Management', 'Recruitment']","['Training and Development Strategies', 'HR Information Systems (HRIS) Implementation', 'Recruitment Strategies for Success']"
SHRM Senior Certified Professional (SHRM-SCP),Human Resources,8324,Full-Time,HR Manager,On Leave,Kyle Jenkins,"['Performance Management', 'Recruitment', 'Employee Relations', 'HRIS']","['Effective Employee Relations', 'Training and Development Strategies', 'Recruitment Strategies for Success']"
SHRM Senior Certified Professional (SHRM-SCP),Human Resources,8774,Part-Time,HR Manager,Resigned,Shane Andrews,"['Training and Development', 'Performance Management', 'Employee Relations', 'HRIS', 'Recruitment']",['Recruitment Strategies for Success']
SHRM Senior Certified Professional (SHRM-SCP),Human Resources,9041,Intern,HR Manager,Resigned,Katherine Hudson,"['Recruitment', 'HRIS', 'Training and Development']","['Effective Employee Relations', 'Recruitment Strategies for Success']"
SHRM Senior Certified Professional (SHRM-SCP),Human Resources,9086,Full-Time,HR Manager,Resigned,Shannon Hardy,"['Recruitment', 'Employee Relations', 'Training and Development', 'HRIS', 'Performance Management']","['Recruitment Strategies for Success', 'Performance Management Essentials']"
SHRM Senior Certified Professional (SHRM-SCP),Human Resources,9285,Full-Time,HR Manager,On Leave,Anne Graham,['Training and Development'],[]
SHRM Senior Certified Professional (SHRM-SCP),Human Resources,9411,Full-Time,HR Manager,Resigned,Kara Sullivan,"['Performance Management', 'Recruitment']",['Performance Management Essentials']
SHRM Senior Certified Professional (SHRM-SCP),Human Resources,9430,Intern,HR Manager,On Leave,Tamara Palmer,"['HRIS', 'Performance Management', 'Training and Development', 'Employee Relations']","['Effective Employee Relations', 'Recruitment Strategies for Success']"
SHRM Senior Certified Professional (SHRM-SCP),Human Resources,9675,Full-Time,HR Manager,On Leave,Gary Cruz,['Recruitment'],['Training and Development Strategies']
SHRM Senior Certified Professional (SHRM-SCP),Human Resources,9899,Full-Time,HR Manager,Resigned,Jesus Mcpherson,"['Recruitment', 'Employee Relations', 'Performance Management', 'HRIS']",[]
SHRM Senior Certified Professional (SHRM-SCP),Human Resources,9954,Full-Time,HR Manager,On Leave,Timothy Mills,"['Employee Relations', 'Recruitment', 'Performance Management', 'HRIS', 'Training and Development']",[]
"SHRM Senior Certified Professional (SHRM-SCP), Professional in Human Resources (PHR)",Human Resources,958,Full-Time,HR Manager,Active,Misty Rodriguez,"['Training and Development', 'Performance Management']","['Training and Development Strategies', 'Recruitment Strategies for Success', 'Effective Employee Relations']"
"SHRM Senior Certified Professional (SHRM-SCP), Professional in Human Resources (PHR)",Human Resources,2018,Full-Time,HR Manager,On Leave,Shane Gonzales,"['Employee Relations', 'HRIS', 'Performance Management']","['HR Information Systems (HRIS) Implementation', 'Performance Management Essentials']"
"SHRM Senior Certified Professional (SHRM-SCP), Professional in Human Resources (PHR)",Human Resources,2372,Full-Time,HR Manager,Active,Jared Armstrong,"['Recruitment', 'Training and Development', 'Performance Management']",[]
"SHRM Senior Certified Professional (SHRM-SCP), Professional in Human Resources (PHR)",Human Resources,2385,Full-Time,HR Manager,On Leave,Angela Diaz,"['Recruitment', 'Performance Management', 'Employee Relations', 'Training and Development']",['Effective Employee Relations']
"SHRM Senior Certified Professional (SHRM-SCP), Professional in Human Resources (PHR)",Human Resources,2548,Part-Time,HR Manager,Resigned,Michael Davis,"['Recruitment', 'HRIS', 'Employee Relations', 'Performance Management', 'Training and Development']",[]
"SHRM Senior Certified Professional (SHRM-SCP), Professional in Human Resources (PHR)",Human Resources,2738,Full-Time,HR Manager,On Leave,Michael Patel,"['Employee Relations', 'Recruitment', 'HRIS', 'Training and Development', 'Performance Management']","['Performance Management Essentials', 'HR Information Systems (HRIS) Implementation', 'Training and Development Strategies']"
"SHRM Senior Certified Professional (SHRM-SCP), Professional in Human Resources (PHR)",Human Resources,3072,Full-Time,HR Manager,Resigned,Joshua Stevens,"['Performance Management', 'HRIS', 'Recruitment']","['Effective Employee Relations', 'HR Information Systems (HRIS) Implementation']"
"SHRM Senior Certified Professional (SHRM-SCP), Professional in Human Resources (PHR)",Human Resources,4618,Intern,HR Manager,Resigned,Christopher Perez,"['Performance Management', 'Recruitment', 'Training and Development', 'Employee Relations', 'HRIS']","['Recruitment Strategies for Success', 'Training and Development Strategies']"
"SHRM Senior Certified Professional (SHRM-SCP), Professional in Human Resources (PHR)",Human Resources,5333,Full-Time,HR Manager,Resigned,Michael Burgess,"['HRIS', 'Recruitment']",[]
"SHRM Senior Certified Professional (SHRM-SCP), Professional in Human Resources (PHR)",Human Resources,5352,Full-Time,HR Manager,On Leave,Miss Rebekah Graham,"['Recruitment', 'Training and Development', 'Performance Management', 'Employee Relations', 'HRIS']","['Recruitment Strategies for Success', 'Training and Development Strategies', 'Performance Management Essentials']"
"SHRM Senior Certified Professional (SHRM-SCP), Professional in Human Resources (PHR)",Human Resources,6710,Full-Time,HR Manager,Resigned,Joel Davis,"['HRIS', 'Recruitment']","['Performance Management Essentials', 'Recruitment Strategies for Success']"
"SHRM Senior Certified Professional (SHRM-SCP), Professional in Human Resources (PHR)",Human Resources,7134,Intern,HR Manager,Resigned,James Garcia,"['Recruitment', 'Employee Relations', 'HRIS', 'Training and Development', 'Performance Management']","['Effective Employee Relations', 'Recruitment Strategies for Success']"
"SHRM Senior Certified Professional (SHRM-SCP), Professional in Human Resources (PHR)",Human Resources,7377,Full-Time,HR Manager,Active,Rebecca Alexander,"['Training and Development', 'Employee Relations', 'Performance Management', 'Recruitment', 'HRIS']",[]
"SHRM Senior Certified Professional (SHRM-SCP), Professional in Human Resources (PHR)",Human Resources,7787,Full-Time,HR Manager,Active,John Hamilton,['Performance Management'],[]
"SHRM Senior Certified Professional (SHRM-SCP), Professional in Human Resources (PHR)",Human Resources,7794,Intern,HR Manager,Resigned,Tracy Heath,"['Training and Development', 'HRIS', 'Employee Relations', 'Recruitment']","['Recruitment Strategies for Success', 'Performance Management Essentials']"
"SHRM Senior Certified Professional (SHRM-SCP), Professional in Human Resources (PHR)",Human Resources,9700,Intern,HR Manager,Resigned,Troy Gonzalez,"['Employee Relations', 'HRIS']","['HR Information Systems (HRIS) Implementation', 'Effective Employee Relations']"
"SHRM Senior Certified Professional (SHRM-SCP), Professional in Human Resources (PHR), Senior Professional in Human Resources (SPHR)",Human Resources,676,Intern,HR Manager,On Leave,Stacey Johnson,"['Recruitment', 'Performance Management', 'Employee Relations']",['Performance Management Essentials']
"SHRM Senior Certified Professional (SHRM-SCP), Professional in Human Resources (PHR), Senior Professional in Human Resources (SPHR)",Human Resources,5928,Intern,HR Manager,Active,Kelsey Long,"['Performance Management', 'Employee Relations', 'Recruitment']","['Performance Management Essentials', 'Training and Development Strategies', 'HR Information Systems (HRIS) Implementation']"
"SHRM Senior Certified Professional (SHRM-SCP), Professional in Human Resources (PHR), Senior Professional in Human Resources (SPHR)",Human Resources,6431,Full-Time,HR Manager,On Leave,Julia Wright,"['Recruitment', 'HRIS']","['Training and Development Strategies', 'Performance Management Essentials', 'Recruitment Strategies for Success']"
"SHRM Senior Certified Professional (SHRM-SCP), Professional in Human Resources (PHR), Senior Professional in Human Resources (SPHR)",Human Resources,6618,Full-Time,HR Manager,On Leave,Mary Petersen,"['Performance Management', 'Employee Relations']",[]
"SHRM Senior Certified Professional (SHRM-SCP), Professional in Human Resources (PHR), Senior Professional in Human Resources (SPHR)",Human Resources,7319,Full-Time,HR Manager,On Leave,Matthew Malone,['Training and Development'],[]
"SHRM Senior Certified Professional (SHRM-SCP), Professional in Human Resources (PHR), Senior Professional in Human Resources (SPHR), SHRM Certified Professional (SHRM-CP)",Human Resources,214,Full-Time,HR Manager,Resigned,Stephanie White,['Performance Management'],"['Recruitment Strategies for Success', 'HR Information Systems (HRIS) Implementation']"
"SHRM Senior Certified Professional (SHRM-SCP), Professional in Human Resources (PHR), Senior Professional in Human Resources (SPHR), SHRM Certified Professional (SHRM-CP)",Human Resources,2093,Full-Time,HR Manager,Active,Loretta Jennings,"['Training and Development', 'HRIS']",[]
"SHRM Senior Certified Professional (SHRM-SCP), Professional in Human Resources (PHR), Senior Professional in Human Resources (SPHR), SHRM Certified Professional (SHRM-CP)",Human Resources,3075,Intern,HR Manager,Active,Mrs. Kimberly Frederick,"['Employee Relations', 'Performance Management', 'Training and Development', 'Recruitment']",[]
"SHRM Senior Certified Professional (SHRM-SCP), Professional in Human Resources (PHR), Senior Professional in Human Resources (SPHR), SHRM Certified Professional (SHRM-CP)",Human Resources,3314,Intern,HR Manager,On Leave,Shane Lopez,"['Performance Management', 'Recruitment', 'HRIS']",[]
"SHRM Senior Certified Professional (SHRM-SCP), Professional in Human Resources (PHR), Senior Professional in Human Resources (SPHR), SHRM Certified Professional (SHRM-CP)",Human Resources,4169,Full-Time,HR Manager,Active,Shawn Golden,"['Recruitment', 'Employee Relations', 'HRIS', 'Training and Development']",[]
"SHRM Senior Certified Professional (SHRM-SCP), Professional in Human Resources (PHR), Senior Professional in Human Resources (SPHR), SHRM Certified Professional (SHRM-CP)",Human Resources,4222,Intern,HR Manager,Resigned,Corey Stein,"['Training and Development', 'Performance Management', 'Employee Relations', 'HRIS', 'Recruitment']",['Performance Management Essentials']
"SHRM Senior Certified Professional (SHRM-SCP), Professional in Human Resources (PHR), Senior Professional in Human Resources (SPHR), SHRM Certified Professional (SHRM-CP)",Human Resources,5379,Full-Time,HR Manager,Resigned,Brittany Golden,"['Employee Relations', 'Performance Management', 'HRIS', 'Training and Development', 'Recruitment']","['Performance Management Essentials', 'Training and Development Strategies']"
"SHRM Senior Certified Professional (SHRM-SCP), Professional in Human Resources (PHR), Senior Professional in Human Resources (SPHR), SHRM Certified Professional (SHRM-CP)",Human Resources,5427,Full-Time,HR Manager,On Leave,Stacy Wang,"['Employee Relations', 'HRIS', 'Performance Management']",['HR Information Systems (HRIS) Implementation']
"SHRM Senior Certified Professional (SHRM-SCP), Professional in Human Resources (PHR), Senior Professional in Human Resources (SPHR), SHRM Certified Professional (SHRM-CP)",Human Resources,6630,Full-Time,HR Manager,Resigned,Tammy Soto,"['Recruitment', 'HRIS', 'Employee Relations']",['Training and Development Strategies']
"SHRM Senior Certified Professional (SHRM-SCP), Professional in Human Resources (PHR), Senior Professional in Human Resources (SPHR), SHRM Certified Professional (SHRM-CP)",Human Resources,7238,Full-Time,HR Manager,Resigned,Ian Rodriguez,"['Employee Relations', 'HRIS', 'Performance Management', 'Recruitment']","['HR Information Systems (HRIS) Implementation', 'Training and Development Strategies', 'Recruitment Strategies for Success']"
"SHRM Senior Certified Professional (SHRM-SCP), Professional in Human Resources (PHR), SHRM Certified Professional (SHRM-CP)",Human Resources,1085,Part-Time,HR Manager,Active,Jennifer Porter,"['Recruitment', 'Performance Management', 'HRIS', 'Training and Development', 'Employee Relations']","['Effective Employee Relations', 'Performance Management Essentials', 'Recruitment Strategies for Success']"
"SHRM Senior Certified Professional (SHRM-SCP), Professional in Human Resources (PHR), SHRM Certified Professional (SHRM-CP)",Human Resources,1166,Intern,HR Manager,On Leave,Christopher Thomas,"['Performance Management', 'Employee Relations', 'HRIS', 'Training and Development', 'Recruitment']",['HR Information Systems (HRIS) Implementation']
"SHRM Senior Certified Professional (SHRM-SCP), Professional in Human Resources (PHR), SHRM Certified Professional (SHRM-CP)",Human Resources,1287,Full-Time,HR Manager,Active,Joshua Figueroa,"['HRIS', 'Recruitment', 'Employee Relations', 'Performance Management', 'Training and Development']",[]
"SHRM Senior Certified Professional (SHRM-SCP), Professional in Human Resources (PHR), SHRM Certified Professional (SHRM-CP)",Human Resources,2443,Intern,HR Manager,Active,Cheryl Hudson,"['HRIS', 'Employee Relations', 'Training and Development', 'Recruitment']","['HR Information Systems (HRIS) Implementation', 'Training and Development Strategies', 'Performance Management Essentials']"
"SHRM Senior Certified Professional (SHRM-SCP), Professional in Human Resources (PHR), SHRM Certified Professional (SHRM-CP)",Human Resources,2681,Full-Time,HR Manager,Resigned,Scott Salazar,"['Recruitment', 'Employee Relations', 'Performance Management', 'HRIS', 'Training and Development']",['Training and Development Strategies']
"SHRM Senior Certified Professional (SHRM-SCP), Professional in Human Resources (PHR), SHRM Certified Professional (SHRM-CP)",Human Resources,3595,Full-Time,HR Manager,Active,Taylor Leach,['HRIS'],[]
"SHRM Senior Certified Professional (SHRM-SCP), Professional in Human Resources (PHR), SHRM Certified Professional (SHRM-CP)",Human Resources,4135,Full-Time,HR Manager,On Leave,Scott Valentine,"['HRIS', 'Performance Management', 'Recruitment', 'Training and Development']",['Performance Management Essentials']
"SHRM Senior Certified Professional (SHRM-SCP), Professional in Human Resources (PHR), SHRM Certified Professional (SHRM-CP)",Human Resources,5020,Part-Time,HR Manager,Active,Larry Allen,"['HRIS', 'Performance Management', 'Recruitment', 'Employee Relations']","['Recruitment Strategies for Success', 'Performance Management Essentials']"
"SHRM Senior Certified Professional (SHRM-SCP), Professional in Human Resources (PHR), SHRM Certified Professional (SHRM-CP)",Human Resources,5475,Intern,HR Manager,Active,Bryan Fisher,"['Training and Development', 'Recruitment']","['HR Information Systems (HRIS) Implementation', 'Effective Employee Relations', 'Recruitment Strategies for Success']"
"SHRM Senior Certified Professional (SHRM-SCP), Professional in Human Resources (PHR), SHRM Certified Professional (SHRM-CP)",Human Resources,7087,Full-Time,HR Manager,On Leave,Louis Rivers,"['Employee Relations', 'Training and Development']","['HR Information Systems (HRIS) Implementation', 'Training and Development Strategies']"
"SHRM Senior Certified Professional (SHRM-SCP), Professional in Human Resources (PHR), SHRM Certified Professional (SHRM-CP)",Human Resources,7669,Full-Time,HR Manager,On Leave,Benjamin Juarez,"['Performance Management', 'Recruitment']",['Recruitment Strategies for Success']
"SHRM Senior Certified Professional (SHRM-SCP), Professional in Human Resources (PHR), SHRM Certified Professional (SHRM-CP)",Human Resources,7679,Full-Time,HR Manager,Resigned,Jeffrey Rodriguez MD,"['Training and Development', 'Recruitment']",[]
"SHRM Senior Certified Professional (SHRM-SCP), Professional in Human Resources (PHR), SHRM Certified Professional (SHRM-CP)",Human Resources,7927,Intern,HR Manager,Active,Matthew Walker,"['Employee Relations', 'Recruitment', 'Performance Management', 'HRIS']","['Training and Development Strategies', 'Recruitment Strategies for Success']"
"SHRM Senior Certified Professional (SHRM-SCP), Professional in Human Resources (PHR), SHRM Certified Professional (SHRM-CP), Senior Professional in Human Resources (SPHR)",Human Resources,2231,Full-Time,HR Manager,Resigned,Shawn Wilson,"['Training and Development', 'Employee Relations', 'HRIS', 'Performance Management', 'Recruitment']",['Recruitment Strategies for Success']
"SHRM Senior Certified Professional (SHRM-SCP), Professional in Human Resources (PHR), SHRM Certified Professional (SHRM-CP), Senior Professional in Human Resources (SPHR)",Human Resources,2489,Intern,HR Manager,Active,Jane Randall,"['Employee Relations', 'Performance Management', 'Training and Development', 'Recruitment', 'HRIS']",['Performance Management Essentials']
"SHRM Senior Certified Professional (SHRM-SCP), Professional in Human Resources (PHR), SHRM Certified Professional (SHRM-CP), Senior Professional in Human Resources (SPHR)",Human Resources,3923,Intern,HR Manager,On Leave,Katelyn Mcfarland,"['Recruitment', 'Training and Development', 'Performance Management', 'HRIS']","['Effective Employee Relations', 'Performance Management Essentials']"
"SHRM Senior Certified Professional (SHRM-SCP), Professional in Human Resources (PHR), SHRM Certified Professional (SHRM-CP), Senior Professional in Human Resources (SPHR)",Human Resources,3954,Intern,HR Manager,Active,Shawn Sanders,"['Training and Development', 'Recruitment']",['Performance Management Essentials']
"SHRM Senior Certified Professional (SHRM-SCP), Professional in Human Resources (PHR), SHRM Certified Professional (SHRM-CP), Senior Professional in Human Resources (SPHR)",Human Resources,5993,Full-Time,HR Manager,Active,Michael Williams,['Performance Management'],['Training and Development Strategies']
"SHRM Senior Certified Professional (SHRM-SCP), Professional in Human Resources (PHR), SHRM Certified Professional (SHRM-CP), Senior Professional in Human Resources (SPHR)",Human Resources,8105,Intern,HR Manager,Resigned,Samuel Rodriguez,"['HRIS', 'Employee Relations', 'Training and Development']",[]
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR)",Human Resources,395,Intern,HR Manager,Resigned,Brittany Stewart,"['Performance Management', 'Training and Development', 'Recruitment', 'HRIS']","['Training and Development Strategies', 'Recruitment Strategies for Success']"
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR)",Human Resources,869,Full-Time,HR Manager,Active,Laura Woods,"['Performance Management', 'Recruitment']","['Performance Management Essentials', 'HR Information Systems (HRIS) Implementation', 'Effective Employee Relations']"
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR)",Human Resources,1064,Intern,HR Manager,Active,Rodney Leblanc,['Training and Development'],['Recruitment Strategies for Success']
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR)",Human Resources,1439,Full-Time,HR Manager,Resigned,Mr. Travis Alvarado,"['Recruitment', 'Performance Management', 'Employee Relations', 'HRIS', 'Training and Development']",[]
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR)",Human Resources,2063,Part-Time,HR Manager,Resigned,Shannon Wolfe,"['Performance Management', 'HRIS', 'Training and Development']",[]
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR)",Human Resources,2797,Intern,HR Manager,Active,Kayla Martinez,"['Performance Management', 'HRIS', 'Recruitment', 'Employee Relations']","['Performance Management Essentials', 'Recruitment Strategies for Success', 'HR Information Systems (HRIS) Implementation']"
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR)",Human Resources,2972,Intern,HR Manager,Active,Tonya Steele,"['Employee Relations', 'Recruitment']","['Effective Employee Relations', 'Performance Management Essentials']"
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR)",Human Resources,3437,Full-Time,HR Manager,Active,Christina Rogers,"['Performance Management', 'Training and Development', 'Employee Relations', 'HRIS']",['Performance Management Essentials']
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR)",Human Resources,3621,Intern,HR Manager,Active,Travis Ford,['Training and Development'],[]
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR)",Human Resources,3883,Full-Time,HR Manager,Resigned,Sarah Howell,"['HRIS', 'Performance Management']",['Recruitment Strategies for Success']
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR)",Human Resources,5326,Full-Time,HR Manager,Resigned,John Cooper,"['Training and Development', 'Employee Relations', 'Recruitment', 'HRIS']","['Training and Development Strategies', 'Performance Management Essentials', 'Effective Employee Relations']"
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR)",Human Resources,7066,Full-Time,HR Manager,Resigned,Jessica Bailey,"['Performance Management', 'Recruitment', 'Training and Development', 'Employee Relations']",['Performance Management Essentials']
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR)",Human Resources,7841,Intern,HR Manager,Active,April Fields,"['Employee Relations', 'Recruitment', 'Performance Management', 'Training and Development', 'HRIS']","['Performance Management Essentials', 'Training and Development Strategies']"
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR)",Human Resources,8177,Intern,HR Manager,Resigned,Aaron Molina,"['Employee Relations', 'Recruitment', 'HRIS', 'Performance Management']",[]
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR)",Human Resources,8706,Full-Time,HR Manager,On Leave,Kyle Becker,"['HRIS', 'Performance Management']","['HR Information Systems (HRIS) Implementation', 'Training and Development Strategies']"
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR), Professional in Human Resources (PHR)",Human Resources,19,Part-Time,HR Manager,Active,Robert Davis,"['Training and Development', 'Employee Relations', 'HRIS']","['Effective Employee Relations', 'Performance Management Essentials', 'Recruitment Strategies for Success']"
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR), Professional in Human Resources (PHR)",Human Resources,1216,Part-Time,HR Manager,On Leave,Karen Yates,"['Performance Management', 'HRIS', 'Training and Development', 'Recruitment', 'Employee Relations']",[]
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR), Professional in Human Resources (PHR)",Human Resources,2478,Intern,HR Manager,Resigned,Michael Smith,['Performance Management'],"['Performance Management Essentials', 'Training and Development Strategies', 'Recruitment Strategies for Success']"
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR), Professional in Human Resources (PHR)",Human Resources,3549,Full-Time,HR Manager,Resigned,Brooke Romero,"['Recruitment', 'Training and Development']","['Training and Development Strategies', 'Recruitment Strategies for Success']"
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR), Professional in Human Resources (PHR)",Human Resources,4929,Part-Time,HR Manager,On Leave,Angela Walker,"['Recruitment', 'Performance Management', 'Employee Relations', 'HRIS']",[]
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR), Professional in Human Resources (PHR)",Human Resources,8442,Intern,HR Manager,Active,Karen Johnston,"['Recruitment', 'Employee Relations']",[]
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR), Professional in Human Resources (PHR)",Human Resources,9064,Full-Time,HR Manager,On Leave,Jacob Jackson,['Performance Management'],[]
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR), Professional in Human Resources (PHR)",Human Resources,9231,Full-Time,HR Manager,On Leave,Larry Summers,"['Employee Relations', 'Recruitment', 'Training and Development', 'HRIS', 'Performance Management']","['Effective Employee Relations', 'Training and Development Strategies', 'Performance Management Essentials']"
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR), Professional in Human Resources (PHR)",Human Resources,9254,Intern,HR Manager,Active,Amy Moore,"['Employee Relations', 'HRIS', 'Performance Management', 'Training and Development']",['Effective Employee Relations']
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR), Professional in Human Resources (PHR)",Human Resources,9326,Full-Time,HR Manager,Resigned,Marissa Burns,['Training and Development'],['Training and Development Strategies']
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR), Professional in Human Resources (PHR), SHRM Certified Professional (SHRM-CP)",Human Resources,563,Full-Time,HR Manager,On Leave,Nicholas Smith,"['Recruitment', 'Training and Development', 'Employee Relations', 'Performance Management', 'HRIS']","['Effective Employee Relations', 'Training and Development Strategies', 'HR Information Systems (HRIS) Implementation']"
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR), Professional in Human Resources (PHR), SHRM Certified Professional (SHRM-CP)",Human Resources,4314,Full-Time,HR Manager,Resigned,Tyler Scott,"['HRIS', 'Training and Development', 'Employee Relations']","['Performance Management Essentials', 'Recruitment Strategies for Success', 'Training and Development Strategies']"
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR), Professional in Human Resources (PHR), SHRM Certified Professional (SHRM-CP)",Human Resources,6899,Intern,HR Manager,On Leave,Lisa Rodriguez,"['HRIS', 'Employee Relations', 'Recruitment', 'Performance Management']","['Recruitment Strategies for Success', 'Effective Employee Relations', 'HR Information Systems (HRIS) Implementation']"
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR), Professional in Human Resources (PHR), SHRM Certified Professional (SHRM-CP)",Human Resources,7652,Full-Time,HR Manager,Resigned,Ernest Brown,"['Employee Relations', 'Recruitment', 'Training and Development']","['Performance Management Essentials', 'Effective Employee Relations']"
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR), Professional in Human Resources (PHR), SHRM Certified Professional (SHRM-CP)",Human Resources,8771,Full-Time,HR Manager,Active,Bradley Trujillo,"['Training and Development', 'Performance Management', 'HRIS', 'Employee Relations', 'Recruitment']","['Recruitment Strategies for Success', 'Training and Development Strategies', 'Performance Management Essentials']"
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR), Professional in Human Resources (PHR), SHRM Certified Professional (SHRM-CP)",Human Resources,8968,Full-Time,HR Manager,Resigned,Isabella Mendez,"['Training and Development', 'Employee Relations', 'Recruitment']",['Training and Development Strategies']
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR), SHRM Certified Professional (SHRM-CP)",Human Resources,178,Intern,HR Manager,Active,Bailey Patrick,"['Employee Relations', 'Recruitment', 'Training and Development', 'HRIS', 'Performance Management']",[]
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR), SHRM Certified Professional (SHRM-CP)",Human Resources,1595,Intern,HR Manager,Resigned,Lisa Daniel,"['HRIS', 'Employee Relations', 'Performance Management']",['HR Information Systems (HRIS) Implementation']
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR), SHRM Certified Professional (SHRM-CP)",Human Resources,1879,Full-Time,HR Manager,Active,Mia Reynolds,"['Recruitment', 'Employee Relations', 'Performance Management']",[]
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR), SHRM Certified Professional (SHRM-CP)",Human Resources,2367,Intern,HR Manager,Active,Lindsay Vargas DVM,"['HRIS', 'Recruitment', 'Training and Development', 'Employee Relations', 'Performance Management']","['HR Information Systems (HRIS) Implementation', 'Recruitment Strategies for Success']"
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR), SHRM Certified Professional (SHRM-CP)",Human Resources,4959,Full-Time,HR Manager,On Leave,Megan Coleman,"['Employee Relations', 'Training and Development']","['Training and Development Strategies', 'Recruitment Strategies for Success', 'HR Information Systems (HRIS) Implementation']"
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR), SHRM Certified Professional (SHRM-CP)",Human Resources,5685,Full-Time,HR Manager,On Leave,Anthony Burke,"['Performance Management', 'Employee Relations', 'HRIS', 'Training and Development', 'Recruitment']","['Performance Management Essentials', 'HR Information Systems (HRIS) Implementation']"
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR), SHRM Certified Professional (SHRM-CP)",Human Resources,6205,Full-Time,HR Manager,Resigned,Jill Gilbert,"['Employee Relations', 'Performance Management', 'HRIS']",[]
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR), SHRM Certified Professional (SHRM-CP)",Human Resources,6423,Full-Time,HR Manager,Active,Brian Hayes,"['Performance Management', 'Training and Development', 'Employee Relations']",['Recruitment Strategies for Success']
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR), SHRM Certified Professional (SHRM-CP)",Human Resources,6470,Part-Time,HR Manager,Resigned,David Obrien,"['HRIS', 'Recruitment']",[]
